;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UF;COD_MUNICIPIO;NOME_MUNICIPIO;MRG;ZP;MODULO_FISCAL_ha;ZTM_IE 50/97;FMP_ha;AREAS_ESPECIAIS;;;;;;;;;;;;;
TO;1718451;PUGMIL;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1718501;RECURSOLÂNDIA;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718501;RECURSOLÂNDIA;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718550;RIACHINHO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718550;RIACHINHO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718659;RIO DA CONCEIÇÃO;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718659;RIO DA CONCEIÇÃO;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718709;RIO DOS BOIS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718709;RIO DOS BOIS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718758;RIO SONO;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718758;RIO SONO;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718808;SAMPAIO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718808;SAMPAIO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718840;SANDOLÂNDIA;004;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1718840;SANDOLÂNDIA;004;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1718865;SANTA FÉ DO ARAGUAIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1718865;SANTA FÉ DO ARAGUAIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1718881;SANTA MARIA DO TOCANTINS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718881;SANTA MARIA DO TOCANTINS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718899;SANTA RITA DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1718899;SANTA RITA DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1718907;SANTA ROSA DO TOCANTINS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718907;SANTA ROSA DO TOCANTINS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1719004;SANTA TEREZA DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1719004;SANTA TEREZA DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720002;SANTA TEREZINHA DO TOCANTINS;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720002;SANTA TEREZINHA DO TOCANTINS;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720101;SÃO BENTO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720101;SÃO BENTO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720150;SÃO FÉLIX DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720150;SÃO FÉLIX DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720200;SÃO MIGUEL DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720200;SÃO MIGUEL DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720259;SÃO SALVADOR DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1720259;SÃO SALVADOR DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1720309;SÃO SEBASTIÃO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720309;SÃO SEBASTIÃO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720499;SÃO VALÉRIO DA NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720499;SÃO VALÉRIO DA NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720655;SILVANÓPOLIS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720655;SILVANÓPOLIS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720804;SÍTIO NOVO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720804;SÍTIO NOVO DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720853;SUCUPIRA;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1720853;SUCUPIRA;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1720903;TAGUATINGA;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720903;TAGUATINGA;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1720937;TAIPAS DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720937;TAIPAS DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1720978;TALISMÃ;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1720978;TALISMÃ;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1721000;PALMAS;006;4;80;B3-6;4;A, PA, C;;;;;;;;;;;;;
TO;1721000;PALMAS;006;4;80;B3-6;4;A, PA, C;;;;;;;;;;;;;
TO;1721109;TOCANTÍNIA;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1721109;TOCANTÍNIA;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1721208;TOCANTINÓPOLIS;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1721208;TOCANTINÓPOLIS;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1721257;TUPIRAMA;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1721257;TUPIRAMA;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1721307;TUPIRATINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1721307;TUPIRATINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1722081;WANDERLÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1722081;WANDERLÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1722107;XAMBIOÁ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1722107;XAMBIOÁ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100055;AÇAILÂNDIA;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100105;AFONSO CUNHA;016;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2100154;ÁGUA DOCE DO MARANHÃO;013;3;70;B3-6;4;L, PA;;;;;;;;;;;;;
MA;2100204;ALCÂNTARA;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2100303;ALDEIAS ALTAS;016;4;55;B3-6;4;;;;;;;;;;;;;;
MA;2100402;ALTAMIRA DO MARANHÃO;008;4;60;B2-5;3;A;;;;;;;;;;;;;
MA;2100436;ALTO ALEGRE DO MARANHÃO;015;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100477;ALTO ALEGRE DO PINDARÉ;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100501;ALTO PARNAÍBA;020;5;75;B3-6;4;A;;;;;;;;;;;;;
MA;2100550;AMAPÁ DO MARANHÃO;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2100600;AMARANTE DO MARANHÃO;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100709;ANAJATUBA;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2100808;ANAPURUS;014;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2100832;APICUM-AÇU;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2100873;ARAGUANÃ;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2100907;ARAIOSES;013;3;70;B3-6;4;L, PA;;;;;;;;;;;;;
MA;2100956;ARAME;011;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2101004;ARARI;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2101103;AXIXÁ;003;3;70;B3-6;4;A, L;;;;;;;;;;;;;
MA;2101202;BACABAL;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2101251;BACABEIRA;003;3;30;B3-6;4;A, L;;;;;;;;;;;;;
MA;2101301;BACURI;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2101350;BACURITUBA;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2101400;BALSAS;020;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2101509;BARÃO DE GRAJAÚ;018;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2101608;BARRA DO CORDA;011;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2101707;BARREIRINHAS;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2101731;BELÁGUA;014;4;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2101772;BELA VISTA DO MARANHÃO;005;3;60;B3-6;4;A;;;;;;;;;;;;;
MA;2101806;BENEDITO LEITE;021;4;75;B3-6;4;A;;;;;;;;;;;;;
MA;2101905;BEQUIMÃO;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2101939;BERNARDO DO MEARIM;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2101970;BOA VISTA DO GURUPI;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2102002;BOM JARDIM;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2102036;BOM JESUS DAS SELVAS;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2102077;BOM LUGAR;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2102101;BREJO;014;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2102150;BREJO DE AREIA;008;4;60;B2-5;3;A;;;;;;;;;;;;;
MA;2102200;BURITI;014;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2102309;BURITI BRAVO;017;3;70;A2-2;2;A, PA;;;;;;;;;;;;;
MA;2102325;BURITICUPU;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2102358;BURITIRANA;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2102374;CACHOEIRA GRANDE;003;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2102408;CAJAPIÓ;001;3;55;C1-7;4;A, L;;;;;;;;;;;;;
MA;2102507;CAJARI;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2102556;CAMPESTRE DO MARANHÃO;019;4;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2102606;CÂNDIDO MENDES;007;4;75;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2102705;CANTANHEDE;006;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2102754;CAPINZAL DO NORTE;015;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2102804;CAROLINA;019;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2102903;CARUTAPERA;007;4;75;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2103000;CAXIAS;017;4;55;A2-2;2;PA;;;;;;;;;;;;;
MA;2103109;CEDRAL;001;3;55;C1-7;4;A, L;;;;;;;;;;;;;
MA;2103125;CENTRAL DO MARANHÃO;001;3;55;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2103158;CENTRO DO GUILHERME;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2103174;CENTRO NOVO DO MARANHÃO;007;4;75;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2103208;CHAPADINHA;014;4;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2103257;CIDELÂNDIA;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2103307;CODÓ;015;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2103406;COELHO NETO;016;3;70;B3-6;4;;;;;;;;;;;;;;
MA;2103505;COLINAS;018;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2103554;CONCEIÇÃO DO LAGO-AÇU;005;3;60;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2103604;COROATÁ;015;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2103703;CURURUPU;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2103752;DAVINÓPOLIS;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2103802;DOM PEDRO;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2103901;DUQUE BACELAR;016;3;70;B3-6;4;;;;;;;;;;;;;;
MA;2104008;ESPERANTINÓPOLIS;010;3;50;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2104057;ESTREITO;019;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2104073;FEIRA NOVA DO MARANHÃO;020;5;75;B3-6;4;A;;;;;;;;;;;;;
MA;2104081;FERNANDO FALCÃO;011;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104099;FORMOSA DA SERRA NEGRA;011;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104107;FORTALEZA DOS NOGUEIRAS;021;5;75;B3-6;4;A;;;;;;;;;;;;;
MA;2104206;FORTUNA;012;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2104305;GODOFREDO VIANA;007;4;75;C1-7;4;A, L;;;;;;;;;;;;;
MA;2104404;GONÇALVES DIAS;012;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2104503;GOVERNADOR ARCHER;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104552;GOVERNADOR EDISON LOBÃO;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2104602;GOVERNADOR EUGÊNIO BARROS;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104628;GOVERNADOR LUIZ ROCHA;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104651;GOVERNADOR NEWTON BELLO;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2104677;GOVERNADOR NUNES FREIRE;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2104701;GRAÇA ARANHA;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2104800;GRAJAÚ;011;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2104909;GUIMARÃES;001;3;55;C1-7;4;A, L;;;;;;;;;;;;;
MA;2105005;HUMBERTO DE CAMPOS;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2105104;ICATU;003;3;65;B3-6;4;A, L, PA;;;;;;;;;;;;;
MA;2105153;IGARAPÉ DO MEIO;005;3;60;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2105203;IGARAPÉ GRANDE;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2105302;IMPERATRIZ;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105351;ITAIPAVA DO GRAJAÚ;011;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2105401;ITAPECURU MIRIM;006;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2105427;ITINGA DO MARANHÃO;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105450;JATOBÁ;018;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2105476;JENIPAPO DOS VIEIRAS;011;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2105500;JOÃO LISBOA;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105609;JOSELÂNDIA;011;3;50;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2105658;JUNCO DO MARANHÃO;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2105708;LAGO DA PEDRA;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105807;LAGO DO JUNCO;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105906;LAGO VERDE;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105922;LAGOA DO MATO;018;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2105948;LAGO DOS RODRIGUES;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2105963;LAGOA GRANDE DO MARANHÃO;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2105989;LAJEADO NOVO;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2106003;LIMA CAMPOS;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2106102;LORETO;021;4;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2106201;LUÍS DOMINGUES;007;4;75;C1-7;4;A, L;;;;;;;;;;;;;
MA;2106300;MAGALHÃES DE ALMEIDA;013;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2106326;MARACAÇUMÉ;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2106359;MARAJÁ DO SENA;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2106375;MARANHÃOZINHO;007;4;75;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2106409;MATA ROMA;014;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2106508;MATINHA;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2106607;MATÕES;017;4;55;A2-2;2;PA;;;;;;;;;;;;;
MA;2106631;MATÕES DO NORTE;006;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2106672;MILAGRES DO MARANHÃO;014;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2106706;MIRADOR;018;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2106755;MIRANDA DO NORTE;006;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2106805;MIRINZAL;001;3;55;C1-7;4;A, PA;;;;;;;;;;;;;
MA;2106904;MONCÃO;005;4;60;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2107001;MONTES ALTOS;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2107100;MORROS;003;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2107209;NINA RODRIGUES;006;4;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2107258;NOVA COLINAS;021;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2107308;NOVA IORQUE;018;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2107357;NOVA OLINDA DO MARANHÃO;008;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2107407;OLHO D'ÁGUA DAS CUNHÃS;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2107456;OLINDA NOVA DO MARANHÃO;005;3;55;B3-6;4;PA;;;;;;;;;;;;;
MA;2107506;PAÇO DO LUMIAR;002;3;30;A2-2;2;A, L, M, PA;;;;;;;;;;;;;
MA;2107605;PALMEIRÂNDIA;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2107704;PARAIBANO;018;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2107803;PARNARAMA;017;4;55;A2-2;2;PA;;;;;;;;;;;;;
MA;2107902;PASSAGEM FRANCA;018;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2108009;PASTOS BONS;018;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2108058;PAULINO NEVES;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2108108;PAULO RAMOS;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2108207;PEDREIRAS;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2108256;PEDRO DO ROSÁRIO;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2108306;PENALVA;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2108405;PERI MIRIM;005;3;55;B3-6;4;A;;;;;;;;;;;;;
MA;2108454;PERITORÓ;015;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2108504;PINDARÉ-MIRIM;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2108603;PINHEIRO;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2108702;PIO XII;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2108801;PIRAPEMAS;006;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2108900;POÇÃO DE PEDRAS;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2109007;PORTO FRANCO;019;4;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109056;PORTO RICO DO MARANHÃO;001;3;55;C1-7;4;A, L;;;;;;;;;;;;;
MA;2109106;PRESIDENTE DUTRA;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2109205;PRESIDENTE JUSCELINO;003;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109239;PRESIDENTE MÉDICI;008;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2109270;PRESIDENTE SARNEY;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109304;PRESIDENTE VARGAS;006;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109403;PRIMEIRA CRUZ;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2109452;RAPOSA;002;3;30;A2-2;2;A, L, M;;;;;;;;;;;;;
MA;2109502;RIACHÃO;020;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109551;RIBAMAR FIQUENE;009;4;75;B2-5;3;A;;;;;;;;;;;;;
MA;2109601;ROSÁRIO;003;3;30;B3-6;4;A, L, PA;;;;;;;;;;;;;
MA;2109700;SAMBAÍBA;021;4;75;B3-6;4;A;;;;;;;;;;;;;
MA;2109759;SANTA FILOMENA DO MARANHÃO;011;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109809;SANTA HELENA;005;3;60;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2109908;SANTA INÊS;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2110005;SANTA LUZIA;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2110039;SANTA LUZIA DO PARUÁ;008;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2110104;SANTA QUITÉRIA DO MARANHÃO;013;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2110203;SANTA RITA;003;4;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2110237;SANTANA DO MARANHÃO;013;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2110278;SANTO AMARO DO MARANHÃO;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2110302;SANTO ANTÔNIO DOS LOPES;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2110401;SÃO BENEDITO DO RIO PRETO;014;4;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2110500;SÃO BENTO;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2110609;SÃO BERNARDO;013;3;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2110658;SÃO DOMINGOS DO AZEITÃO;021;4;75;B3-6;4;A;;;;;;;;;;;;;
MA;2110708;SÃO DOMINGOS DO MARANHÃO;012;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2110807;SÃO FÉLIX DE BALSAS;021;4;75;B3-6;4;A;;;;;;;;;;;;;
MA;2110856;SÃO FRANCISCO DO BREJÃO;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2110906;SÃO FRANCISCO DO MARANHÃO;018;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2111003;SÃO JOÃO BATISTA;005;3;55;B3-6;4;A;;;;;;;;;;;;;
MA;2111029;SÃO JOÃO DO CARÚ;008;4;60;B2-5;3;A;;;;;;;;;;;;;
MA;2111052;SÃO JOÃO DO PARAÍSO;019;4;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111078;SÃO JOÃO DO SOTER;017;4;55;A2-2;2;A, PA;;;;;;;;;;;;;
MA;2111102;SÃO JOÃO DOS PATOS;018;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2111201;SÃO JOSÉ DE RIBAMAR;002;3;30;A2-2;2;A, L, M;;;;;;;;;;;;;
MA;2111250;SÃO JOSÉ DOS BASÍLIOS;012;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111300;SÃO LUÍS;002;3;15;A2-2;2;A, L, M, C, PA;;;;;;;;;;;;;
MA;2111409;SÃO LUÍS GONZAGA DO MARANHÃO;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2111508;SÃO MATEUS DO MARANHÃO;010;3;55;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2111532;SÃO PEDRO DA ÁGUA BRANCA;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2111573;SÃO PEDRO DOS CRENTES;019;5;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111607;SÃO RAIMUNDO DAS MANGABEIRAS;021;4;75;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111631;SÃO RAIMUNDO DO DOCA BEZERRA;010;3;50;B2-5;3;A;;;;;;;;;;;;;
MA;2111672;SÃO ROBERTO;010;3;50;B2-5;3;A;;;;;;;;;;;;;
MA;2111706;SÃO VICENTE FERRER;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111722;SATUBINHA;010;3;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2111748;SENADOR ALEXANDRE COSTA;012;3;70;B3-6;4;A;;;;;;;;;;;;;
MA;2111763;SENADOR LA ROCQUE;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2111789;SERRANO DO MARANHÃO;001;3;55;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2111805;SÍTIO NOVO;011;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2111904;SUCUPIRA DO NORTE;018;4;70;B3-6;4;A;;;;;;;;;;;;;
MA;2111953;SUCUPIRA DO RIACHÃO;018;4;70;B3-6;4;;;;;;;;;;;;;;
MA;2112001;TASSO FRAGOSO;020;5;75;B3-6;4;A;;;;;;;;;;;;;
MA;2112100;TIMBIRAS;015;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2112209;TIMON;017;4;55;A2-2;2;PA, R;;;;;;;;;;;;;
MA;2112233;TRIZIDELA DO VALE;010;3;60;B2-5;3;A;;;;;;;;;;;;;
MA;2112274;TUFILÂNDIA;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2112308;TUNTUM;011;3;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2112407;TURIAÇU;007;4;75;C1-7;4;A, L, PA;;;;;;;;;;;;;
MA;2112456;TURILÂNDIA;008;4;75;B2-5;3;A, L, PA;;;;;;;;;;;;;
