;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UF;COD_MUNICIPIO;NOME_MUNICIPIO;MRG;ZP;MODULO_FISCAL_ha;ZTM_IE 50/97;FMP_ha;AREAS_ESPECIAIS;;;;;;;;;;;;;
PA;1506161;RIO MARIA;021;4;75;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1506187;RONDON DO PARÁ;017;4;55;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1506195;RURÓPOLIS;014;3;75;B2-5;3;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1506203;SALINÓPOLIS;009;3;55;C1-7;4;A, L;PA-BELEM;;;;;;;;;;;;
PA;1506302;SALVATERRA;006;5;65;B3-6;4;A;PA-BELEM;;;;;;;;;;;;
PA;1506351;SANTA BÁRBARA DO PARÁ;007;3;7;A1-1;2;A, M;PA-BELEM;;;;;;;;;;;;
PA;1506401;SANTA CRUZ DO ARARI;006;5;65;B3-6;4;A;PA-BELEM;;;;;;;;;;;;
PA;1506500;SANTA ISABEL DO PARÁ;008;3;55;B2-5;3;A;PA-BELEM;;;;;;;;;;;;
PA;1506559;SANTA LUZIA DO PARÁ;013;3;75;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1506583;SANTA MARIA DAS BARREIRAS;022;4;75;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1506609;SANTA MARIA DO PARÁ;010;3;55;B3-6;4;A;PA-BELEM;;;;;;;;;;;;
PA;1506708;SANTANA DO ARAGUAIA;022;4;75;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1506807;SANTARÉM;002;3;75;B2-5;3;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1506906;SANTARÉM NOVO;010;3;55;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507003;SANTO ANTÔNIO DO TAUÁ;008;3;55;B2-5;3;A;PA-BELEM;;;;;;;;;;;;
PA;1507102;SÃO CAETANO DE ODIVELAS;009;3;55;C1-7;4;A, L;PA-BELEM;;;;;;;;;;;;
PA;1507151;SÃO DOMINGOS DO ARAGUAIA;020;4;70;B2-5;3;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1507201;SÃO DOMINGOS DO CAPIM;013;4;55;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507300;SÃO FÉLIX DO XINGU;018;3;75;C1-7;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1507409;SÃO FRANCISCO DO PARÁ;010;3;55;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507458;SÃO GERALDO DO ARAGUAIA;021;4;75;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1507466;SÃO JOÃO DA PONTA;009;3;55;C1-7;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507474;SÃO JOÃO DE PIRABAS;009;3;55;C1-7;4;A, L;PA-BELEM;;;;;;;;;;;;
PA;1507508;SÃO JOÃO DO ARAGUAIA;020;4;70;B2-5;3;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1507607;SÃO MIGUEL DO GUAMÁ;013;3;55;B3-6;4;A;PA-BELEM;;;;;;;;;;;;
PA;1507706;SÃO SEBASTIÃO DA BOA VISTA;005;4;70;C1-7;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507755;SAPUCAIA;021;4;75;B3-6;4;A;PA-MARABA;;;;;;;;;;;;
PA;1507805;SENADOR JOSÉ PORFÍRIO;015;4;70;B2-5;3;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1507904;SOURE;006;5;65;B3-6;4;A, L, PA;PA-BELEM;;;;;;;;;;;;
PA;1507953;TAILÂNDIA;012;4;50;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1507961;TERRA ALTA;009;3;55;C1-7;4;A;PA-BELEM;;;;;;;;;;;;
PA;1507979;TERRA SANTA;001;3;75;C1-7;4;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1508001;TOMÉ-AÇU;012;4;50;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1508035;TRACUATEUA;010;3;55;B3-6;4;A, L, PA;PA-BELEM;;;;;;;;;;;;
PA;1508050;TRAIRÃO;014;3;75;B2-5;3;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1508084;TUCUMÃ;018;3;75;C1-7;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1508100;TUCURUÍ;016;4;70;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
PA;1508126;ULIANÓPOLIS;017;4;55;B3-6;4;A, PA;PA-BELEM;;;;;;;;;;;;
PA;1508159;URUARÁ;015;3;70;B2-5;3;A, PA;PA-SANTAREM;;;;;;;;;;;;
PA;1508209;VIGIA;009;3;55;C1-7;4;A;PA-BELEM;;;;;;;;;;;;
PA;1508308;VISEU;013;3;75;B3-6;4;A, L, PA;PA-BELEM;;;;;;;;;;;;
PA;1508357;VITÓRIA DO XINGU;015;3;75;B2-5;3;A;PA-SANTAREM;;;;;;;;;;;;
PA;1508407;XINGUARA;021;4;75;B3-6;4;A, PA;PA-MARABA;;;;;;;;;;;;
AP;1600055;SERRA DO NAVIO;003;3;50;B2-5;3;A, F, PA;;;;;;;;;;;;;
AP;1600105;AMAPÁ;002;3;70;C1-7;4;A, F, L, PA;;;;;;;;;;;;;
AP;1600154;PEDRA BRANCA DO AMAPARÍ;003;3;50;B2-5;3;A, F, PA;;;;;;;;;;;;;
AP;1600204;CALÇOENE;001;3;70;C2-8;5;A, F, L, PA;;;;;;;;;;;;;
AP;1600212;CUTIAS;003;3;50;B2-5;3;A;;;;;;;;;;;;;
AP;1600238;FERREIRA GOMES;003;3;50;B2-5;3;A, F, PA;;;;;;;;;;;;;
AP;1600253;ITAUBAL;003;3;50;B2-5;3;A, PA;;;;;;;;;;;;;
AP;1600279;LARANJAL DO JARI;004;3;70;C1-7;4;A, F, PA;;;;;;;;;;;;;
AP;1600303;MACAPÁ;003;3;50;B2-5;3;A, L, C, PA;;;;;;;;;;;;;
AP;1600402;MAZAGÃO;004;3;70;C1-7;4;A, PA;;;;;;;;;;;;;
AP;1600501;OIAPOQUE;001;3;70;C2-8;5;A, F, L, PA;;;;;;;;;;;;;
AP;1600535;PORTO GRANDE;003;3;50;B2-5;3;A, PA;;;;;;;;;;;;;
AP;1600550;PRACUÚBA;002;3;70;C1-7;4;A, F, PA;;;;;;;;;;;;;
AP;1600600;SANTANA;003;3;50;B2-5;3;A, PA;;;;;;;;;;;;;
AP;1600709;TARTARUGALZINHO;002;3;70;C1-7;4;A, PA;;;;;;;;;;;;;
AP;1600808;VITÓRIA DO JARI;004;3;70;C1-7;4;A;;;;;;;;;;;;;
TO;1700251;ABREULÂNDIA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1700251;ABREULÂNDIA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1700301;AGUIARNÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1700301;AGUIARNÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1700350;ALIANÇA DO TOCANTINS;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1700350;ALIANÇA DO TOCANTINS;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1700400;ALMAS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1700400;ALMAS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1700707;ALVORADA;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1700707;ALVORADA;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1701002;ANANÁS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1701002;ANANÁS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1701051;ANGICO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1701051;ANGICO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1701101;APARECIDA DO RIO NEGRO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1701101;APARECIDA DO RIO NEGRO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1701309;ARAGOMINAS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1701309;ARAGOMINAS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1701903;ARAGUACEMA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1701903;ARAGUACEMA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702000;ARAGUAÇU;004;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702000;ARAGUAÇU;004;4;70;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702109;ARAGUAÍNA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702109;ARAGUAÍNA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702158;ARAGUANÃ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702158;ARAGUANÃ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702208;ARAGUATINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702208;ARAGUATINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702307;ARAPOEMA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702307;ARAPOEMA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1702406;ARRAIAS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1702406;ARRAIAS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1702554;AUGUSTINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702554;AUGUSTINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702703;AURORA DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1702703;AURORA DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1702901;AXIXÁ DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1702901;AXIXÁ DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703008;BABAÇULÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703008;BABAÇULÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703057;BANDEIRANTES DO TOCANTINS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703057;BANDEIRANTES DO TOCANTINS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703073;BARRA DO OURO;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703073;BARRA DO OURO;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703107;BARROLÂNDIA;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703107;BARROLÂNDIA;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703206;BERNARDO SAYÃO;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703206;BERNARDO SAYÃO;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703305;BOM JESUS DO TOCANTINS;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703305;BOM JESUS DO TOCANTINS;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703602;BRASILÂNDIA DO TOCANTINS;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703602;BRASILÂNDIA DO TOCANTINS;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703701;BREJINHO DE NAZARÉ;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1703701;BREJINHO DE NAZARÉ;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1703800;BURITI DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703800;BURITI DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703826;CACHOEIRINHA;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703826;CACHOEIRINHA;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703842;CAMPOS LINDOS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703842;CAMPOS LINDOS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1703867;CARIRI DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1703867;CARIRI DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1703883;CARMOLÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703883;CARMOLÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1703891;CARRASCO BONITO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703891;CARRASCO BONITO;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703909;CASEARA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1703909;CASEARA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1704105;CENTENÁRIO;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1704105;CENTENÁRIO;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1704600;CHAPADA DE AREIA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1704600;CHAPADA DE AREIA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1705102;CHAPADA DA NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1705102;CHAPADA DA NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1705508;COLINAS DO TOCANTINS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1705508;COLINAS DO TOCANTINS;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1705557;COMBINADO;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1705557;COMBINADO;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1705607;CONCEIÇÃO DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1705607;CONCEIÇÃO DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1706001;COUTO DE MAGALHÃES;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1706001;COUTO DE MAGALHÃES;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1706100;CRISTALÂNDIA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1706100;CRISTALÂNDIA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1706258;CRIXÁS DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1706258;CRIXÁS DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1706506;DARCINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1706506;DARCINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707009;DIANÓPOLIS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707009;DIANÓPOLIS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707108;DIVINÓPOLIS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707108;DIVINÓPOLIS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707207;DOIS IRMÃOS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707207;DOIS IRMÃOS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707306;DUERÉ;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1707306;DUERÉ;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1707405;ESPERANTINA;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707405;ESPERANTINA;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1707553;FÁTIMA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1707553;FÁTIMA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1707652;FIGUEIRÓPOLIS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1707652;FIGUEIRÓPOLIS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1707702;FILADÉLFIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1707702;FILADÉLFIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1708205;FORMOSO DO ARAGUAIA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1708205;FORMOSO DO ARAGUAIA;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1708254;FORTALEZA DO TABOCÃO;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1708254;FORTALEZA DO TABOCÃO;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1708304;GOIANORTE;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1708304;GOIANORTE;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1709005;GOIATINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1709005;GOIATINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1709302;GUARAÍ;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1709302;GUARAÍ;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1709500;GURUPI;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1709500;GURUPI;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1709807;IPUEIRAS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1709807;IPUEIRAS;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1710508;ITACAJÁ;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1710508;ITACAJÁ;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1710706;ITAGUATINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1710706;ITAGUATINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1710904;ITAPIRATINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1710904;ITAPIRATINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1711100;ITAPORÃ DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1711100;ITAPORÃ DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1711506;JAÚ DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1711506;JAÚ DO TOCANTINS;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1711803;JUARINA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1711803;JUARINA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1711902;LAGOA DA CONFUSÃO;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1711902;LAGOA DA CONFUSÃO;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1711951;LAGOA DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1711951;LAGOA DO TOCANTINS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712009;LAJEADO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712009;LAJEADO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712157;LAVANDEIRA;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712157;LAVANDEIRA;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712405;LIZARDA;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712405;LIZARDA;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712454;LUZINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1712454;LUZINÓPOLIS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1712504;MARIANÓPOLIS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1712504;MARIANÓPOLIS DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1712702;MATEIROS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712702;MATEIROS;007;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1712801;MAURILÂNDIA DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1712801;MAURILÂNDIA DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713205;MIRACEMA DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713205;MIRACEMA DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713304;MIRANORTE;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713304;MIRANORTE;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713601;MONTE DO CARMO;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713601;MONTE DO CARMO;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713700;MONTE SANTO DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713700;MONTE SANTO DO TOCANTINS;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713809;PALMEIRAS DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713809;PALMEIRAS DO TOCANTINS;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1713957;MURICILÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1713957;MURICILÂNDIA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1714203;NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1714203;NATIVIDADE;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1714302;NAZARÉ;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1714302;NAZARÉ;001;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1714880;NOVA OLINDA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1714880;NOVA OLINDA;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1715002;NOVA ROSALÂNDIA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1715002;NOVA ROSALÂNDIA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1715101;NOVO ACORDO;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1715101;NOVO ACORDO;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1715150;NOVO ALEGRE;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1715150;NOVO ALEGRE;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1715259;NOVO JARDIM;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1715259;NOVO JARDIM;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1715507;OLIVEIRA DE FÁTIMA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1715507;OLIVEIRA DE FÁTIMA;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1715705;PALMEIRANTE;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1715705;PALMEIRANTE;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1715754;PALMEIRÓPOLIS;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1715754;PALMEIRÓPOLIS;005;4;80;A2-2;2;A;;;;;;;;;;;;;
TO;1716109;PARAÍSO DO TOCANTINS;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1716109;PARAÍSO DO TOCANTINS;004;4;80;B2-5;3;A;;;;;;;;;;;;;
TO;1716208;PARANÃ;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1716208;PARANÃ;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1716307;PAU D'ARCO;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1716307;PAU D'ARCO;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1716505;PEDRO AFONSO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1716505;PEDRO AFONSO;006;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1716604;PEIXE;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1716604;PEIXE;005;4;80;A2-2;2;A, PA;;;;;;;;;;;;;
TO;1716653;PEQUIZEIRO;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1716653;PEQUIZEIRO;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1716703;COLMÉIA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1716703;COLMÉIA;003;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1717008;PINDORAMA DO TOCANTINS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1717008;PINDORAMA DO TOCANTINS;008;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1717206;PIRAQUÊ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1717206;PIRAQUÊ;002;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1717503;PIUM;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1717503;PIUM;004;4;80;B2-5;3;A, PA;;;;;;;;;;;;;
TO;1717800;PONTE ALTA DO BOM JESUS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1717800;PONTE ALTA DO BOM JESUS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1717909;PONTE ALTA DO TOCANTINS;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1717909;PONTE ALTA DO TOCANTINS;007;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718006;PORTO ALEGRE DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718006;PORTO ALEGRE DO TOCANTINS;008;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718204;PORTO NACIONAL;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718204;PORTO NACIONAL;006;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718303;PRAIA NORTE;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718303;PRAIA NORTE;001;4;80;B3-6;4;A, PA;;;;;;;;;;;;;
TO;1718402;PRESIDENTE KENNEDY;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718402;PRESIDENTE KENNEDY;003;4;80;B3-6;4;A;;;;;;;;;;;;;
TO;1718451;PUGMIL;004;4;80;B2-5;3;A;;;;;;;;;;;;;
